Date,Filing,Description
06/02/2015,4,Statement of Changes of Beneficial Ownership
05/02/2015,4,Statement of Changes of Beneficial Ownership
05/02/2015,4,Statement of Changes of Beneficial Ownership
04/02/2015,4,Statement of Changes of Beneficial Ownership
04/02/2015,4,Statement of Changes of Beneficial Ownership
03/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,4,Statement of Changes of Beneficial Ownership
02/02/2015,SC 13G/A,Amended Statement of Beneficial Ownership
30/01/2015,4,Statement of Changes of Beneficial Ownership
29/01/2015,4,Statement of Changes of Beneficial Ownership
26/01/2015,10-Q,Quarterly Report
26/01/2015,8-K,Current Report
14/11/2016,4,Statement of Changes of Beneficial Ownership
10/11/2016,DEFA14A,Definitive Additional Proxy Materials
09/11/2016,4,Statement of Changes of Beneficial Ownership
03/11/2016,4,Statement of Changes of Beneficial Ownership
31/10/2016,4,Statement of Changes of Beneficial Ownership
28/10/2016,4,Statement of Changes of Beneficial Ownership
28/10/2016,4,Statement of Changes of Beneficial Ownership
27/10/2016,4,Statement of Changes of Beneficial Ownership
20/10/2016,10-Q,Quarterly Report
20/10/2016,8-K,Current Report
18/10/2016,DEFA14A,Definitive Additional Proxy Materials
18/10/2016,DEF 14A,Definitive Proxy Statement
03/10/2016,PRE 14A,Preliminary Proxy Statement
29/09/2016,4,Statement of Changes of Beneficial Ownership
22/09/2016,8-K,Current Report
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
21/09/2016,4,Statement of Changes of Beneficial Ownership
09/09/2016,4,Statement of Changes of Beneficial Ownership
09/09/2016,4,Statement of Changes of Beneficial Ownership
09/09/2016,4,Statement of Changes of Beneficial Ownership
09/09/2016,4,Statement of Changes of Beneficial Ownership
09/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
06/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
01/09/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
30/08/2016,4,Statement of Changes of Beneficial Ownership
16/08/2016,4,Statement of Changes of Beneficial Ownership
16/08/2016,4,Statement of Changes of Beneficial Ownership
12/08/2016,5,Annual Statement of Changes in Beneficial Ownership
12/08/2016,5,Annual Statement of Changes in Beneficial Ownership
11/08/2016,4,Statement of Changes of Beneficial Ownership
09/08/2016,4,Statement of Changes of Beneficial Ownership
05/08/2016,8-K,Current Report
02/08/2016,424B2,Prospectus Filed Pursuant to Rule 424
02/08/2016,FWP,Free Writing Prospectus - Filing under Securities Act Rules 163/433
01/08/2016,424B2,Prospectus Filed Pursuant to Rule 424
29/07/2016,4,Statement of Changes of Beneficial Ownership
28/07/2016,10-K,Annual Report
27/07/2016,4,Statement of Changes of Beneficial Ownership
26/07/2016,8-A12B,Registration Statement
26/07/2016,4,Statement of Changes of Beneficial Ownership
25/07/2016,4,Statement of Changes of Beneficial Ownership
19/07/2016,8-K,Current Report
15/07/2016,3,Initial Statement of Beneficial Ownership
07/07/2016,8-K,Current Report
05/07/2016,8-K,Current Report
01/07/2016,4,Statement of Changes of Beneficial Ownership
28/06/2016,4,Statement of Changes of Beneficial Ownership
28/06/2016,11-K,Annual Report of Employee Stock Purchase
22/06/2016,11-K,Annual Report of Employee Stock Purchase
17/06/2016,4,Statement of Changes of Beneficial Ownership
13/06/2016,8-K,Current Report
10/06/2016,4,Statement of Changes of Beneficial Ownership
10/06/2016,4,Statement of Changes of Beneficial Ownership
10/06/2016,4,Statement of Changes of Beneficial Ownership
10/06/2016,4,Statement of Changes of Beneficial Ownership
10/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
03/06/2016,4,Statement of Changes of Beneficial Ownership
31/05/2016,SD,Specialized Disclosure Report
25/05/2016,8-K,Current Report
20/05/2016,4,Statement of Changes of Beneficial Ownership
19/05/2016,4,Statement of Changes of Beneficial Ownership
17/05/2016,4,Statement of Changes of Beneficial Ownership
06/05/2016,4,Statement of Changes of Beneficial Ownership
02/05/2016,4,Statement of Changes of Beneficial Ownership
29/04/2016,4,Statement of Changes of Beneficial Ownership
29/04/2016,4,Statement of Changes of Beneficial Ownership
21/04/2016,10-Q,Quarterly Report
21/04/2016,8-K,Current Report
25/03/2016,11-K,Annual Report of Employee Stock Purchase
17/03/2016,8-K,Current Report
11/03/2016,4,Statement of Changes of Beneficial Ownership
11/03/2016,4,Statement of Changes of Beneficial Ownership
11/03/2016,4,Statement of Changes of Beneficial Ownership
11/03/2016,4,Statement of Changes of Beneficial Ownership
11/03/2016,4,Statement of Changes of Beneficial Ownership
01/03/2016,4,Statement of Changes of Beneficial Ownership
01/03/2016,4,Statement of Changes of Beneficial Ownership
01/03/2016,4,Statement of Changes of Beneficial Ownership
01/03/2016,4,Statement of Changes of Beneficial Ownership
12/02/2016,4,Statement of Changes of Beneficial Ownership
10/02/2016,4,Statement of Changes of Beneficial Ownership
10/02/2016,SC 13G/A,Amended Statement of Beneficial Ownership
08/02/2016,4,Statement of Changes of Beneficial Ownership
05/02/2016,4,Statement of Changes of Beneficial Ownership
04/02/2016,4,Statement of Changes of Beneficial Ownership
03/02/2016,4,Statement of Changes of Beneficial Ownership
02/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
01/02/2016,4,Statement of Changes of Beneficial Ownership
28/01/2016,10-Q,Quarterly Report
28/01/2016,8-K,Current Report
26/01/2016,SC 13G/A,Amended Statement of Beneficial Ownership
